id,date,stop_name,gtfs_longitude,gtfs_latitude,entries,exits
-73.91203440.775036,2020-08-01,Astoria - Ditmars Blvd,-73.912034,40.775036,2599,3085
-73.98413940.759901,2020-08-01,49 St,-73.984139,40.759901,1556,2024
-73.95343140.70687,2020-08-01,Hewes St,-73.953431,40.70687,579,554
-73.95775740.708359,2020-08-01,Marcy Av,-73.957757,40.708359,1904,2522
-73.99391540.72028,2020-08-01,Bowery,-73.993915,40.72028,814,1078
-74.01105640.706476,2020-08-01,Broad St,-74.011056,40.706476,551,493
-73.88960140.711396,2020-08-01,Middle Village - Metropolitan Av,-73.889601,40.711396,623,902
-73.89587740.706186,2020-08-01,Fresh Pond Rd,-73.895877,40.706186,1080,1333
-73.90307740.704423,2020-08-01,Forest Av,-73.903077,40.704423,742,786
-73.9077440.702762,2020-08-01,Seneca Av,-73.90774,40.702762,535,625
-73.91971140.698664,2020-08-01,Knickerbocker Av,-73.919711,40.698664,907,977
-73.92739740.697857,2020-08-01,Central Av,-73.927397,40.697857,621,675
-73.98612240.732849,2020-08-01,3 Av,-73.986122,40.732849,1125,1166
-73.98162840.730953,2020-08-01,1 Av,-73.981628,40.730953,3600,4717
-73.95687240.717304,2020-08-01,Bedford Av,-73.956872,40.717304,5462,6259
-73.94405340.714565,2020-08-01,Graham Av,-73.944053,40.714565,1520,1648
-73.9406740.711926,2020-08-01,Grand St,-73.94067,40.711926,1209,1546
-73.9398540.707739,2020-08-01,Montrose Av,-73.93985,40.707739,1535,1576
-73.93314740.706152,2020-08-01,Morgan Av,-73.933147,40.706152,1642,1699
-73.92291340.706607,2020-08-01,Jefferson St,-73.922913,40.706607,1705,682
-73.91842540.703811,2020-08-01,DeKalb Av,-73.918425,40.703811,2703,1145
-73.90408440.695602,2020-08-01,Halsey St,-73.904084,40.695602,1780,1501
-73.98869140.745494,2020-08-01,28 St,-73.988691,40.745494,1195,2032
-73.90404640.688764,2020-08-01,Wilson Av,-73.904046,40.688764,1126,1175
-73.90524940.682829,2020-08-01,Bushwick Av - Aberdeen St,-73.905249,40.682829,577,610
-73.90309740.675345,2020-08-01,Atlantic Av,-73.903097,40.675345,370,280
-73.90197540.669367,2020-08-01,Sutter Av,-73.901975,40.669367,805,1532
-73.90057140.664038,2020-08-01,Livonia Av,-73.900571,40.664038,850,927
-73.89923240.658733,2020-08-01,New Lots Av,-73.899232,40.658733,1025,1611
-73.89948540.650573,2020-08-01,E 105 St,-73.899485,40.650573,708,1096
-73.9018540.646654,2020-08-01,Canarsie - Rockaway Pkwy,-73.90185,40.646654,1877,1799
-73.98934440.741303,2020-08-01,23 St,-73.989344,40.741303,2065,1705
-73.95762440.674772,2020-08-01,Park Pl,-73.957624,40.674772,297,465
-73.91989940.868072,2020-08-01,Inwood - 207 St,-73.919899,40.868072,3056,1598
-73.92727140.865491,2020-08-01,Dyckman St,-73.927271,40.865491,1583,108
-73.9341840.859022,2020-08-01,190 St,-73.93418,40.859022,888,623
-73.93796940.851695,2020-08-01,181 St,-73.937969,40.851695,1660,2093
-73.93970440.847391,2020-08-01,175 St,-73.939704,40.847391,2322,1978
-73.93989240.836013,2020-08-01,163 St - Amsterdam Av,-73.939892,40.836013,839,1108
-73.94151440.830518,2020-08-01,155 St,-73.941514,40.830518,544,647
-73.94421640.824783,2020-08-01,145 St,-73.944216,40.824783,4953,6740
-73.94764940.817894,2020-08-01,135 St,-73.947649,40.817894,803,892
-73.95234340.811109,2020-08-01,125 St,-73.952343,40.811109,6113,8619
-73.95488240.805085,2020-08-01,116 St,-73.954882,40.805085,1195,1531
-73.95816140.800603,2020-08-01,Cathedral Pkwy (110 St),-73.958161,40.800603,1221,1083
-73.96145440.796092,2020-08-01,103 St,-73.961454,40.796092,740,966
-73.96469640.791642,2020-08-01,96 St,-73.964696,40.791642,1222,1555
-73.96891640.785868,2020-08-01,86 St,-73.968916,40.785868,1014,1236
-73.97214340.781433,2020-08-01,81 St - Museum of Natural History,-73.972143,40.781433,1169,1344
-73.99262940.730328,2020-08-01,8 St - NYU,-73.992629,40.730328,1804,1857
-73.9764140.775594,2020-08-01,72 St,-73.97641,40.775594,1017,1289
-73.98598440.762456,2020-08-01,50 St,-73.985984,40.762456,2220,2202
-73.99339140.752287,2020-08-01,34 St - Penn Station,-73.993391,40.752287,7468,10801
-73.99804140.745906,2020-08-01,23 St,-73.998041,40.745906,2469,2364
-74.00049540.732338,2020-08-01,W 4 St,-74.000495,40.732338,5516,7162
-74.00373940.726227,2020-08-01,Spring St,-74.003739,40.726227,1269,494
-74.00522940.720824,2020-08-01,Canal St,-74.005229,40.720824,1601,2380
-73.99770240.724329,2020-08-01,Prince St,-73.997702,40.724329,1827,2986
-73.99053140.699337,2020-08-01,High St,-73.990531,40.699337,1332,2215
-73.98500140.688484,2020-08-01,Hoyt - Schermerhorn Sts,-73.985001,40.688484,2119,2698
-73.97394640.686113,2020-08-01,Lafayette Av,-73.973946,40.686113,988,723
-73.96583840.683263,2020-08-01,Clinton - Washington Avs,-73.965838,40.683263,701,1020
-73.95042640.680438,2020-08-01,Nostrand Av,-73.950426,40.680438,3375,5142
-73.94085840.679921,2020-08-01,Kingston - Throop Avs,-73.940858,40.679921,1073,1761
-73.93072940.679364,2020-08-01,Utica Av,-73.930729,40.679364,3175,4129
-73.92078640.678822,2020-08-01,Ralph Av,-73.920786,40.678822,1312,1209
-73.91194640.67834,2020-08-01,Rockaway Av,-73.911946,40.67834,1122,1245
-73.89654840.674542,2020-08-01,Liberty Av,-73.896548,40.674542,505,495
-73.89035840.67271,2020-08-01,Van Siclen Av,-73.890358,40.67271,765,1009
-73.8807540.67413,2020-08-01,Shepherd Av,-73.88075,40.67413,685,709
-73.87210640.675377,2020-08-01,Euclid Av,-73.872106,40.675377,2249,1492
-73.8650540.677044,2020-08-01,Grant Av,-73.86505,40.677044,1432,1765
-73.85899240.679371,2020-08-01,80 St,-73.858992,40.679371,820,559
-73.8514740.679843,2020-08-01,88 St,-73.85147,40.679843,581,261
-73.84385340.680429,2020-08-01,Rockaway Blvd,-73.843853,40.680429,1666,660
-73.83768340.681711,2020-08-01,104 St,-73.837683,40.681711,388,153
-73.83216340.684331,2020-08-01,111 St,-73.832163,40.684331,463,208
-73.82579840.685951,2020-08-01,Ozone Park - Lefferts Blvd,-73.825798,40.685951,1630,1849
-73.83591940.672097,2020-08-01,Aqueduct Racetrack,-73.835919,40.672097,24,31
-73.83405840.668234,2020-08-01,Aqueduct - N Conduit Av,-73.834058,40.668234,142,190
-73.83030140.660476,2020-08-01,Howard Beach - JFK Airport,-73.830301,40.660476,343,107
-73.81592540.608382,2020-08-01,Broad Channel,-73.815925,40.608382,76,92
-73.91784340.770258,2020-08-01,Astoria Blvd,-73.917843,40.770258,1457,1796
-74.00697840.713282,2020-08-01,City Hall,-74.006978,40.713282,322,240
-73.81364140.588034,2020-08-01,Beach 90 St,-73.813641,40.588034,973,930
-73.82055840.585307,2020-08-01,Beach 98 St,-73.820558,40.585307,472,565
-73.82755940.583209,2020-08-01,Beach 105 St,-73.827559,40.583209,513,565
-73.83559240.580903,2020-08-01,Rockaway Park - Beach 116 St,-73.835592,40.580903,986,934
-73.79692440.590927,2020-08-01,Beach 67 St,-73.796924,40.590927,1698,1587
-73.78852240.592374,2020-08-01,Beach 60 St,-73.788522,40.592374,721,735
-73.77601340.592943,2020-08-01,Beach 44 St,-73.776013,40.592943,226,373
-73.76817540.595398,2020-08-01,Beach 36 St,-73.768175,40.595398,325,501
-73.76135340.600066,2020-08-01,Beach 25 St,-73.761353,40.600066,448,708
-73.75540540.603995,2020-08-01,Far Rockaway - Mott Av,-73.755405,40.603995,1203,1843
-73.87885540.874811,2020-08-01,Norwood - 205 St,-73.878855,40.874811,2046,2400
-73.88713840.873244,2020-08-01,Bedford Park Blvd,-73.887138,40.873244,1419,1165
-73.89350940.866978,2020-08-01,Kingsbridge Rd,-73.893509,40.866978,1708,2603
-73.89774940.861296,2020-08-01,Fordham Rd,-73.897749,40.861296,2336,2402
-73.90074140.856093,2020-08-01,182-183 Sts,-73.900741,40.856093,810,865
-73.90522740.85041,2020-08-01,Tremont Av,-73.905227,40.85041,2078,2188
-73.91013640.8459,2020-08-01,174-175 Sts,-73.910136,40.8459,1108,1010
-73.913440.839306,2020-08-01,170 St,-73.9134,40.839306,1476,1245
-73.9184440.833771,2020-08-01,167 St,-73.91844,40.833771,2383,1448
-74.01334240.70722,2020-08-01,Rector St,-74.013342,40.70722,351,260
-73.93820940.830135,2020-08-01,155 St,-73.938209,40.830135,914,916
-73.94283640.754203,2020-08-01,21 St - Queensbridge,-73.942836,40.754203,1977,2236
-73.9532640.759145,2020-08-01,Roosevelt Island,-73.95326,40.759145,1629,1674
-73.96611340.764629,2020-08-01,Lexington Av/63 St,-73.966113,40.764629,2434,3615
-73.9774540.763972,2020-08-01,57 St,-73.97745,40.763972,1374,1839
-73.98132940.758663,2020-08-01,47-50 Sts - Rockefeller Ctr,-73.981329,40.758663,2803,3869
-73.99282140.742878,2020-08-01,23 St,-73.992821,40.742878,2690,3053
-73.99375340.718267,2020-08-01,Grand St,-73.993753,40.718267,4479,4566
-73.98993840.723402,2020-08-01,2 Av,-73.989938,40.723402,2582,3527
-73.99017340.713715,2020-08-01,East Broadway,-73.990173,40.713715,2276,1972
-73.98675140.701397,2020-08-01,York St,-73.986751,40.701397,1483,1590
-73.99086240.686145,2020-08-01,Bergen St,-73.990862,40.686145,1516,1563
-73.99504840.680303,2020-08-01,Carroll St,-73.995048,40.680303,1320,1031
-73.99595940.67358,2020-08-01,Smith - 9 Sts,-73.995959,40.67358,861,1497
-73.98030540.666271,2020-08-01,7 Av,-73.980305,40.666271,1423,1026
-73.97949340.660365,2020-08-01,15 St - Prospect Park,-73.979493,40.660365,892,760
-73.97577640.650782,2020-08-01,Fort Hamilton Pkwy,-73.975776,40.650782,756,298
-73.97967840.644041,2020-08-01,Church Av,-73.979678,40.644041,2627,2724
-73.97817240.636119,2020-08-01,Ditmas Av,-73.978172,40.636119,0,42
-73.97697140.629755,2020-08-01,18 Av,-73.976971,40.629755,6,16
-73.97612740.625322,2020-08-01,Avenue I,-73.976127,40.625322,0,23
-73.97526440.620769,2020-08-01,Bay Pkwy,-73.975264,40.620769,1,8
-73.97419740.61514,2020-08-01,Avenue N,-73.974197,40.61514,4,25
-73.97302240.608944,2020-08-01,Avenue P,-73.973022,40.608944,1,1
-73.97236140.603217,2020-08-01,Kings Hwy,-73.972361,40.603217,5,25
-73.97335740.596063,2020-08-01,Avenue U,-73.973357,40.596063,6,37
-73.9742540.58962,2020-08-01,Avenue X,-73.97425,40.58962,1,4
-73.97457440.581011,2020-08-01,Neptune Av,-73.974574,40.581011,0,14
-73.78381740.712646,2020-08-01,Jamaica - 179 St,-73.783817,40.712646,3264,2289
-73.79360440.71047,2020-08-01,169 St,-73.793604,40.71047,1479,1775
-73.80332640.707564,2020-08-01,Parsons Blvd,-73.803326,40.707564,1607,2255
-73.81070840.70546,2020-08-01,Sutphin Blvd,-73.810708,40.70546,722,397
-73.82057440.709179,2020-08-01,Briarwood - Van Wyck Blvd,-73.820574,40.709179,704,386
-73.83100840.714441,2020-08-01,Kew Gardens - Union Tpke,-73.831008,40.714441,3685,4570
-73.98182440.690635,2020-08-01,DeKalb Av,-73.981824,40.690635,3526,2735
-73.83732440.718331,2020-08-01,75 Av,-73.837324,40.718331,390,169
-73.84452140.721691,2020-08-01,Forest Hills - 71 Av,-73.844521,40.721691,4319,3602
-73.85271940.726523,2020-08-01,67 Av,-73.852719,40.726523,1121,747
-73.86160440.729846,2020-08-01,63 Dr - Rego Park,-73.861604,40.729846,2373,2386
-73.86922940.733106,2020-08-01,Woodhaven Blvd,-73.869229,40.733106,3158,2826
-73.87722340.737015,2020-08-01,Grand Av - Newtown,-73.877223,40.737015,2982,2083
-73.88201740.742454,2020-08-01,Elmhurst Av,-73.882017,40.742454,2260,1233
-73.89845340.749669,2020-08-01,65 St,-73.898453,40.749669,676,647
-73.90600640.752885,2020-08-01,Northern Blvd,-73.906006,40.752885,1250,1409
-73.91333340.756312,2020-08-01,46 St,-73.913333,40.756312,1491,1732
-73.9207440.756879,2020-08-01,Steinway St,-73.92074,40.756879,2606,3114
-73.92878140.752039,2020-08-01,36 St,-73.928781,40.752039,415,529
-73.93724340.748973,2020-08-01,Queens Plaza,-73.937243,40.748973,1446,2127
-73.97522440.760167,2020-08-01,5 Av/53 St,-73.975224,40.760167,991,1362
-73.98163740.762862,2020-08-01,7 Av,-73.981637,40.762862,1030,1741
-73.80110940.702147,2020-08-01,Jamaica Center - Parsons/Archer,-73.801109,40.702147,6450,8470
-73.80796940.700486,2020-08-01,Sutphin Blvd - Archer Av - JFK Airport,-73.807969,40.700486,4295,5967
-73.9831140.677316,2020-08-01,Union St,-73.98311,40.677316,1155,1526
-73.81685940.702566,2020-08-01,Jamaica - Van Wyck,-73.816859,40.702566,877,1192
-73.94972440.744065,2020-08-01,21 St,-73.949724,40.744065,312,391
-73.95444940.731352,2020-08-01,Greenpoint Av,-73.954449,40.731352,1739,1729
-73.95127740.724635,2020-08-01,Nassau Av,-73.951277,40.724635,1622,2265
-73.95030840.706092,2020-08-01,Broadway,-73.950308,40.706092,1067,1165
-73.95023440.700377,2020-08-01,Flushing Av,-73.950234,40.700377,486,705
-73.94904640.694568,2020-08-01,Myrtle - Willoughby Avs,-73.949046,40.694568,1303,866
-73.95352240.689627,2020-08-01,Bedford - Nostrand Avs,-73.953522,40.689627,1524,1378
-73.9600740.688873,2020-08-01,Classon Av,-73.96007,40.688873,934,1149
-73.96683940.688089,2020-08-01,Clinton - Washington Avs,-73.966839,40.688089,674,546
-73.97537540.687119,2020-08-01,Fulton St,-73.975375,40.687119,1149,1361
-73.89858340.889248,2020-08-01,Van Cortlandt Park - 242 St,-73.898583,40.889248,1987,1032
-73.9008740.884667,2020-08-01,238 St,-73.90087,40.884667,272,111
-73.90483440.878856,2020-08-01,231 St,-73.904834,40.878856,969,278
-73.90983140.874561,2020-08-01,Marble Hill - 225 St,-73.909831,40.874561,303,165
-73.91527940.869444,2020-08-01,215 St,-73.915279,40.869444,116,121
-73.91882240.864621,2020-08-01,207 St,-73.918822,40.864621,434,786
-73.92553640.860531,2020-08-01,Dyckman St,-73.925536,40.860531,2145,1418
-73.92147940.766779,2020-08-01,30 Av,-73.921479,40.766779,2504,2591
-73.99287240.665414,2020-08-01,Prospect Av,-73.992872,40.665414,950,1242
-73.92941240.855225,2020-08-01,191 St,-73.929412,40.855225,335,522
-73.93359640.849505,2020-08-01,181 St,-73.933596,40.849505,2881,4101
-73.9448940.834041,2020-08-01,157 St,-73.94489,40.834041,2445,2317
-73.9503640.826551,2020-08-01,145 St,-73.95036,40.826551,2275,2915
-73.95367640.822008,2020-08-01,137 St - City College,-73.953676,40.822008,2456,3103
-73.95837240.815581,2020-08-01,125 St,-73.958372,40.815581,1364,1940
-73.9641140.807722,2020-08-01,116 St - Columbia University,-73.96411,40.807722,678,719
-73.96684740.803967,2020-08-01,Cathedral Pkwy,-73.966847,40.803967,1626,1735
-73.96837940.799446,2020-08-01,103 St,-73.968379,40.799446,1788,1527
-73.99809140.660397,2020-08-01,25 St,-73.998091,40.660397,835,1061
-73.97232340.793919,2020-08-01,96 St,-73.972323,40.793919,5163,7040
-73.97621840.788644,2020-08-01,86 St,-73.976218,40.788644,2034,2878
-73.97991740.783934,2020-08-01,79 St,-73.979917,40.783934,1833,1604
-73.9819740.778453,2020-08-01,72 St,-73.98197,40.778453,5401,6867
-73.98220940.77344,2020-08-01,66 St - Lincoln Center,-73.982209,40.77344,1706,2402
-73.98384940.761728,2020-08-01,50 St,-73.983849,40.761728,1368,2018
-73.99105740.750373,2020-08-01,34 St - Penn Station,-73.991057,40.750373,7885,11632
-73.99336540.747215,2020-08-01,28 St,-73.993365,40.747215,971,1195
-74.00354940.655144,2020-08-01,36 St,-74.003549,40.655144,3692,2439
-73.99565740.744081,2020-08-01,23 St,-73.995657,40.744081,1749,2044
-73.99787140.74104,2020-08-01,18 St,-73.997871,40.74104,696,675
-74.00290640.733422,2020-08-01,Christopher St - Sheridan Sq,-74.002906,40.733422,1419,1770
-74.00536740.728251,2020-08-01,Houston St,-74.005367,40.728251,927,893
-74.00627740.722854,2020-08-01,Canal St,-74.006277,40.722854,440,659
-74.00688640.719318,2020-08-01,Franklin St,-74.006886,40.719318,333,293
-74.00926640.715478,2020-08-01,Chambers St,-74.009266,40.715478,1285,1908
-74.01218840.711835,2020-08-01,WTC Cortlandt,-74.012188,40.711835,858,1055
-74.01378340.707513,2020-08-01,Rector St,-74.013783,40.707513,474,493
-74.01000640.648939,2020-08-01,45 St,-74.010006,40.648939,1947,1783
-74.009140.706821,2020-08-01,Wall St,-74.0091,40.706821,1504,2088
-73.99308640.697466,2020-08-01,Clark St,-73.993086,40.697466,840,840
-73.98506540.690545,2020-08-01,Hoyt St,-73.985065,40.690545,1261,1645
-73.98049240.688246,2020-08-01,Nevins St,-73.980492,40.688246,1632,2389
-73.97509840.680829,2020-08-01,Bergen St,-73.975098,40.680829,510,866
-74.01403440.645069,2020-08-01,53 St,-74.014034,40.645069,2425,3208
-73.97104640.675235,2020-08-01,Grand Army Plaza,-73.971046,40.675235,1075,674
-73.96437540.671987,2020-08-01,Eastern Pkwy - Brooklyn Museum,-73.964375,40.671987,601,883
-73.95046640.669847,2020-08-01,Nostrand Av,-73.950466,40.669847,754,1123
-73.94216140.669399,2020-08-01,Kingston Av,-73.942161,40.669399,644,888
-73.93294240.668897,2020-08-01,Crown Hts - Utica Av,-73.932942,40.668897,4988,6617
-73.9226140.664717,2020-08-01,Sutter Av - Rutland Rd,-73.92261,40.664717,1586,2390
-73.91632740.661453,2020-08-01,Saratoga Av,-73.916327,40.661453,1240,1752
-73.90894640.662549,2020-08-01,Rockaway Av,-73.908946,40.662549,1049,1781
-73.90244740.663515,2020-08-01,Junius St,-73.902447,40.663515,598,1088
-74.01788140.641362,2020-08-01,59 St,-74.017881,40.641362,2617,1921
-73.89489540.664635,2020-08-01,Pennsylvania Av,-73.894895,40.664635,1185,762
-73.88939540.665449,2020-08-01,Van Siclen Av,-73.889395,40.665449,651,1060
-73.88407940.666235,2020-08-01,New Lots Av,-73.884079,40.666235,1397,2068
-73.95068340.667883,2020-08-01,President St,-73.950683,40.667883,545,845
-73.9508540.662742,2020-08-01,Sterling St,-73.95085,40.662742,968,904
-73.950240.656652,2020-08-01,Winthrop St,-73.9502,40.656652,1143,258
-73.94957540.650843,2020-08-01,Church Av,-73.949575,40.650843,2009,548
-73.94895940.645098,2020-08-01,Beverly Rd,-73.948959,40.645098,881,235
-73.94841140.639967,2020-08-01,Newkirk Av,-73.948411,40.639967,1519,1394
-73.94764240.632836,2020-08-01,Flatbush Av - Brooklyn College,-73.947642,40.632836,3447,3444
-74.02337740.634967,2020-08-01,Bay Ridge Av,-74.023377,40.634967,1567,1348
-73.82812140.852462,2020-08-01,Pelham Bay Park,-73.828121,40.852462,1758,1814
-73.83256940.84681,2020-08-01,Buhre Av,-73.832569,40.84681,733,954
-73.83632240.843863,2020-08-01,Middletown Rd,-73.836322,40.843863,300,458
-73.84295240.839892,2020-08-01,Westchester Sq - E Tremont Av,-73.842952,40.839892,1144,1668
-73.84703640.836488,2020-08-01,Zerega Av,-73.847036,40.836488,467,666
-73.85122240.834255,2020-08-01,Castle Hill Av,-73.851222,40.834255,1478,2187
-73.86081640.833226,2020-08-01,Parkchester,-73.860816,40.833226,3325,4338
-73.86761840.831509,2020-08-01,St Lawrence Av,-73.867618,40.831509,979,1462
-73.87451640.829521,2020-08-01,Morrison Av- Sound View,-73.874516,40.829521,1606,2352
-73.87915940.828584,2020-08-01,Elder Av,-73.879159,40.828584,1783,2652
-74.0255140.629742,2020-08-01,77 St,-74.02551,40.629742,926,442
-73.88628340.826525,2020-08-01,Whitlock Av,-73.886283,40.826525,541,931
-73.89054940.820948,2020-08-01,Hunts Point Av,-73.890549,40.820948,2372,3042
-73.89643540.816104,2020-08-01,Longwood Av,-73.896435,40.816104,739,1144
-73.90409840.812118,2020-08-01,E 149 St,-73.904098,40.812118,1319,1979
-73.90765740.808719,2020-08-01,E 143 St - St Mary's St,-73.907657,40.808719,210,404
-73.91404240.805368,2020-08-01,Cypress Av,-73.914042,40.805368,751,994
-73.9192440.807566,2020-08-01,Brook Av,-73.91924,40.807566,1635,2479
-73.92613840.810476,2020-08-01,3 Av - 138 St,-73.926138,40.810476,1947,1986
-73.87875140.886037,2020-08-01,Woodlawn,-73.878751,40.886037,1356,945
-73.88465540.87975,2020-08-01,Mosholu Pkwy,-73.884655,40.87975,1851,1030
-74.02839840.622687,2020-08-01,86 St,-74.028398,40.622687,2291,2611
-73.89006440.873412,2020-08-01,Bedford Park Blvd - Lehman College,-73.890064,40.873412,1025,1488
-73.89717440.86776,2020-08-01,Kingsbridge Rd,-73.897174,40.86776,1934,1885
-73.90103440.862803,2020-08-01,Fordham Rd,-73.901034,40.862803,2790,1021
-73.90387940.858407,2020-08-01,183 St,-73.903879,40.858407,1684,1269
-73.90768440.853453,2020-08-01,Burnside Av,-73.907684,40.853453,2391,2120
-73.91179440.84848,2020-08-01,176 St,-73.911794,40.84848,1314,1429
-73.91468540.844434,2020-08-01,Mt Eden Av,-73.914685,40.844434,1263,1405
-73.91779140.840075,2020-08-01,170 St,-73.917791,40.840075,1916,2567
-73.921440.835537,2020-08-01,167 St,-73.9214,40.835537,2250,3229
-74.03087640.616622,2020-08-01,Bay Ridge - 95 St,-74.030876,40.616622,1003,794
-73.92984940.813224,2020-08-01,138 St - Grand Concourse,-73.929849,40.813224,437,722
-73.93759440.804138,2020-08-01,125 St,-73.937594,40.804138,4603,8007
-73.94161740.798629,2020-08-01,116 St,-73.941617,40.798629,3124,3827
-73.9442540.79502,2020-08-01,110 St,-73.94425,40.79502,2052,3150
-73.94747840.7906,2020-08-01,103 St,-73.947478,40.7906,2542,3458
-73.9510740.785672,2020-08-01,96 St,-73.95107,40.785672,2159,1496
-73.95558940.779492,2020-08-01,86 St,-73.955589,40.779492,5049,7437
-73.95987440.77362,2020-08-01,77 St,-73.959874,40.77362,2912,3968
-73.9638740.768141,2020-08-01,68 St - Hunter College,-73.96387,40.768141,1827,2674
-73.92550840.76182,2020-08-01,Broadway,-73.925508,40.76182,1910,1508
-73.98207640.746081,2020-08-01,33 St,-73.982076,40.746081,1914,1976
-73.98426440.74307,2020-08-01,28 St,-73.984264,40.74307,1488,2128
-73.98659940.739864,2020-08-01,23 St,-73.986599,40.739864,1359,1577
-73.9910740.730054,2020-08-01,Astor Pl,-73.99107,40.730054,1240,1148
-73.99714140.722301,2020-08-01,Spring St,-73.997141,40.722301,1075,1043
-73.97236740.67705,2020-08-01,7 Av,-73.972367,40.67705,1369,1509
-74.01186240.707557,2020-08-01,Wall St,-74.011862,40.707557,1044,820
-74.01406540.704817,2020-08-01,Bowling Green,-74.014065,40.704817,2202,3139
-73.8506240.903125,2020-08-01,Wakefield - 241 St,-73.85062,40.903125,1140,1898
-73.85437640.898379,2020-08-01,Nereid Av,-73.854376,40.898379,561,439
-73.85747340.893193,2020-08-01,233 St,-73.857473,40.893193,918,585
-73.86034140.888022,2020-08-01,225 St,-73.860341,40.888022,736,754
-73.96224640.661614,2020-08-01,Prospect Park,-73.962246,40.661614,2272,2896
-73.86263340.883895,2020-08-01,219 St,-73.862633,40.883895,583,546
-73.86625640.87785,2020-08-01,Gun Hill Rd,-73.866256,40.87785,1436,2270
-73.86716440.871356,2020-08-01,Burke Av,-73.867164,40.871356,639,555
-73.86735240.865462,2020-08-01,Allerton Av,-73.867352,40.865462,973,723
-73.86761540.857192,2020-08-01,Pelham Pkwy,-73.867615,40.857192,1719,1308
-73.86845740.848828,2020-08-01,Bronx Park East,-73.868457,40.848828,454,336
-73.87348840.841894,2020-08-01,E 180 St,-73.873488,40.841894,2103,3139
-73.88004940.840295,2020-08-01,West Farms Sq - E Tremont Av,-73.880049,40.840295,1174,1502
-73.88773440.837288,2020-08-01,174 St,-73.887734,40.837288,1110,2044
-73.89186540.829993,2020-08-01,Freeman St,-73.891865,40.829993,781,730
-73.96149540.655292,2020-08-01,Parkside Av,-73.961495,40.655292,1800,1746
-73.89306440.824073,2020-08-01,Simpson St,-73.893064,40.824073,1478,666
-73.89673640.822181,2020-08-01,Intervale Av,-73.896736,40.822181,592,549
-73.9017740.819585,2020-08-01,Prospect Av,-73.90177,40.819585,1259,611
-73.90780740.81649,2020-08-01,Jackson Av,-73.907807,40.81649,961,383
-73.91775740.816109,2020-08-01,3 Av - 149 St,-73.917757,40.816109,4376,4054
-73.9364740.82388,2020-08-01,Harlem - 148 St,-73.93647,40.82388,589,857
-73.93624540.820421,2020-08-01,145 St,-73.936245,40.820421,571,155
-73.9407740.814229,2020-08-01,135 St,-73.94077,40.814229,2473,1662
-73.94549540.807754,2020-08-01,125 St,-73.945495,40.807754,2774,2773
-73.96298240.650527,2020-08-01,Church Av,-73.962982,40.650527,3800,4619
-73.94962540.802098,2020-08-01,116 St,-73.949625,40.802098,2011,2118
-73.95182240.799075,2020-08-01,Central Park North (110 St),-73.951822,40.799075,1611,2618
-73.83083440.8883,2020-08-01,Eastchester - Dyre Av,-73.830834,40.8883,826,1123
-73.83859140.878663,2020-08-01,Baychester Av,-73.838591,40.878663,595,287
-73.84638440.869526,2020-08-01,Gun Hill Rd,-73.846384,40.869526,748,762
-73.85535940.858985,2020-08-01,Pelham Pkwy,-73.855359,40.858985,331,414
-73.86049540.854364,2020-08-01,Morris Park,-73.860495,40.854364,288,313
-73.8300340.7596,2020-08-01,Flushing - Main St,-73.83003,40.7596,11861,13146
-73.84562540.754622,2020-08-01,Mets - Willets Point,-73.845625,40.754622,971,1393
-73.85533440.75173,2020-08-01,111 St,-73.855334,40.75173,3026,3103
-73.96449240.644031,2020-08-01,Beverley Rd,-73.964492,40.644031,871,931
-73.862740.749865,2020-08-01,103 St - Corona Plaza,-73.8627,40.749865,5649,2910
-73.86952740.749145,2020-08-01,Junction Blvd,-73.869527,40.749145,7486,15177
-73.87661340.748408,2020-08-01,90 St - Elmhurst Av,-73.876613,40.748408,4193,3678
-73.88369740.747659,2020-08-01,82 St - Jackson Hts,-73.883697,40.747659,3480,3919
-73.89640340.746325,2020-08-01,69 St,-73.896403,40.746325,1414,2011
-73.90298440.74563,2020-08-01,Woodside - 61 St,-73.902984,40.74563,3749,4836
-73.91254940.744149,2020-08-01,52 St,-73.912549,40.744149,1214,1623
-73.91843540.743132,2020-08-01,46 St,-73.918435,40.743132,2559,2830
-73.92401640.743781,2020-08-01,40 St,-73.924016,40.743781,1534,1923
-73.96389140.640927,2020-08-01,Cortelyou Rd,-73.963891,40.640927,1476,934
-73.93099740.744587,2020-08-01,33 St,-73.930997,40.744587,461,561
-73.94020240.750582,2020-08-01,Queensboro Plaza,-73.940202,40.750582,2411,1099
-73.94891640.742216,2020-08-01,Hunters Point Av,-73.948916,40.742216,421,576
-73.95358140.742626,2020-08-01,Vernon Blvd - Jackson Av,-73.953581,40.742626,2449,2911
-73.96279340.635082,2020-08-01,Newkirk Plaza,-73.962793,40.635082,2283,2435
-74.0019140.755882,2020-08-01,34 St - 11 Av,-74.00191,40.755882,1541,2209
-73.94715240.784318,2020-08-01,96 St,-73.947152,40.784318,2946,2640
-73.95178740.777891,2020-08-01,86 St,-73.951787,40.777891,3386,3275
-73.95842440.768799,2020-08-01,72 St,-73.958424,40.768799,3373,3394
-73.96163940.62927,2020-08-01,Avenue H,-73.961639,40.62927,579,720
-73.96080340.625039,2020-08-01,Avenue J,-73.960803,40.625039,1192,933
-73.92957540.756804,2020-08-01,36 Av,-73.929575,40.756804,1151,1438
