id,date,stop_name,gtfs_longitude,gtfs_latitude,entries,exits
-73.9008740.884667,2020-08-06,238 St,-73.90087,40.884667,1321,168
-73.90483440.878856,2020-08-06,231 St,-73.904834,40.878856,2997,502
-73.90983140.874561,2020-08-06,Marble Hill - 225 St,-73.909831,40.874561,1668,376
-73.91527940.869444,2020-08-06,215 St,-73.915279,40.869444,489,257
-73.91882240.864621,2020-08-06,207 St,-73.918822,40.864621,2175,1418
-73.92553640.860531,2020-08-06,Dyckman St,-73.925536,40.860531,2465,1967
-73.92147940.766779,2020-08-06,30 Av,-73.921479,40.766779,3685,3971
-73.99287240.665414,2020-08-06,Prospect Av,-73.992872,40.665414,1397,1613
-73.92941240.855225,2020-08-06,191 St,-73.929412,40.855225,449,692
-73.93359640.849505,2020-08-06,181 St,-73.933596,40.849505,4247,6167
-73.9448940.834041,2020-08-06,157 St,-73.94489,40.834041,3098,3045
-73.9503640.826551,2020-08-06,145 St,-73.95036,40.826551,2758,3517
-73.95367640.822008,2020-08-06,137 St - City College,-73.953676,40.822008,3001,3978
-73.95837240.815581,2020-08-06,125 St,-73.958372,40.815581,1743,2412
-73.9641140.807722,2020-08-06,116 St - Columbia University,-73.96411,40.807722,1603,1335
-73.96684740.803967,2020-08-06,Cathedral Pkwy,-73.966847,40.803967,2524,2368
-73.96837940.799446,2020-08-06,103 St,-73.968379,40.799446,2542,2067
-73.99809140.660397,2020-08-06,25 St,-73.998091,40.660397,1193,1471
-73.97232340.793919,2020-08-06,96 St,-73.972323,40.793919,7780,9993
-73.97621840.788644,2020-08-06,86 St,-73.976218,40.788644,3596,4703
-73.97991740.783934,2020-08-06,79 St,-73.979917,40.783934,2946,2267
-73.9819740.778453,2020-08-06,72 St,-73.98197,40.778453,7923,9930
-73.98220940.77344,2020-08-06,66 St - Lincoln Center,-73.982209,40.77344,2959,3899
-73.98384940.761728,2020-08-06,50 St,-73.983849,40.761728,2551,3269
-73.99105740.750373,2020-08-06,34 St - Penn Station,-73.991057,40.750373,12604,16263
-73.99336540.747215,2020-08-06,28 St,-73.993365,40.747215,2049,2173
-74.00354940.655144,2020-08-06,36 St,-74.003549,40.655144,4624,3739
-73.99565740.744081,2020-08-06,23 St,-73.995657,40.744081,2536,2836
-73.99787140.74104,2020-08-06,18 St,-73.997871,40.74104,1129,1048
-74.00290640.733422,2020-08-06,Christopher St - Sheridan Sq,-74.002906,40.733422,1457,1958
-74.00536740.728251,2020-08-06,Houston St,-74.005367,40.728251,2126,1835
-74.00627740.722854,2020-08-06,Canal St,-74.006277,40.722854,755,1006
-74.00688640.719318,2020-08-06,Franklin St,-74.006886,40.719318,744,552
-74.00926640.715478,2020-08-06,Chambers St,-74.009266,40.715478,2623,2973
-74.01218840.711835,2020-08-06,WTC Cortlandt,-74.012188,40.711835,1466,1624
-74.01378340.707513,2020-08-06,Rector St,-74.013783,40.707513,917,853
-74.01000640.648939,2020-08-06,45 St,-74.010006,40.648939,2236,2112
-74.009140.706821,2020-08-06,Wall St,-74.0091,40.706821,3000,3574
-73.99308640.697466,2020-08-06,Clark St,-73.993086,40.697466,974,863
-73.98506540.690545,2020-08-06,Hoyt St,-73.985065,40.690545,1736,2013
-73.98049240.688246,2020-08-06,Nevins St,-73.980492,40.688246,2498,3360
-73.97509840.680829,2020-08-06,Bergen St,-73.975098,40.680829,718,863
-74.01403440.645069,2020-08-06,53 St,-74.014034,40.645069,3428,4188
-73.97104640.675235,2020-08-06,Grand Army Plaza,-73.971046,40.675235,1326,745
-73.96437540.671987,2020-08-06,Eastern Pkwy - Brooklyn Museum,-73.964375,40.671987,672,987
-73.95046640.669847,2020-08-06,Nostrand Av,-73.950466,40.669847,1031,1397
-73.94216140.669399,2020-08-06,Kingston Av,-73.942161,40.669399,1297,1612
-73.93294240.668897,2020-08-06,Crown Hts - Utica Av,-73.932942,40.668897,8517,9105
-73.9226140.664717,2020-08-06,Sutter Av - Rutland Rd,-73.92261,40.664717,2401,3293
-73.91632740.661453,2020-08-06,Saratoga Av,-73.916327,40.661453,1924,2444
-73.90894640.662549,2020-08-06,Rockaway Av,-73.908946,40.662549,1758,2454
-73.90244740.663515,2020-08-06,Junius St,-73.902447,40.663515,783,1275
-74.01788140.641362,2020-08-06,59 St,-74.017881,40.641362,3575,2696
-73.89489540.664635,2020-08-06,Pennsylvania Av,-73.894895,40.664635,1537,994
-73.88939540.665449,2020-08-06,Van Siclen Av,-73.889395,40.665449,1006,1456
-73.88407940.666235,2020-08-06,New Lots Av,-73.884079,40.666235,2143,2961
-73.95068340.667883,2020-08-06,President St,-73.950683,40.667883,750,1216
-73.9508540.662742,2020-08-06,Sterling St,-73.95085,40.662742,1548,1402
-73.950240.656652,2020-08-06,Winthrop St,-73.9502,40.656652,2204,476
-73.94957540.650843,2020-08-06,Church Av,-73.949575,40.650843,3086,811
-73.94895940.645098,2020-08-06,Beverly Rd,-73.948959,40.645098,1375,304
-73.94841140.639967,2020-08-06,Newkirk Av,-73.948411,40.639967,2401,2082
-73.94764240.632836,2020-08-06,Flatbush Av - Brooklyn College,-73.947642,40.632836,5428,5196
-74.02337740.634967,2020-08-06,Bay Ridge Av,-74.023377,40.634967,2267,1850
-73.82812140.852462,2020-08-06,Pelham Bay Park,-73.828121,40.852462,2235,2126
-73.83256940.84681,2020-08-06,Buhre Av,-73.832569,40.84681,1195,1483
-73.83632240.843863,2020-08-06,Middletown Rd,-73.836322,40.843863,674,800
-73.84295240.839892,2020-08-06,Westchester Sq - E Tremont Av,-73.842952,40.839892,1976,2723
-73.84703640.836488,2020-08-06,Zerega Av,-73.847036,40.836488,844,974
-73.85122240.834255,2020-08-06,Castle Hill Av,-73.851222,40.834255,2257,2957
-73.86081640.833226,2020-08-06,Parkchester,-73.860816,40.833226,5233,6661
-73.86761840.831509,2020-08-06,St Lawrence Av,-73.867618,40.831509,1464,1886
-73.87451640.829521,2020-08-06,Morrison Av- Sound View,-73.874516,40.829521,2262,2945
-73.87915940.828584,2020-08-06,Elder Av,-73.879159,40.828584,2476,3342
-74.0255140.629742,2020-08-06,77 St,-74.02551,40.629742,1678,851
-73.88628340.826525,2020-08-06,Whitlock Av,-73.886283,40.826525,770,1044
-73.89054940.820948,2020-08-06,Hunts Point Av,-73.890549,40.820948,3766,4085
-73.89643540.816104,2020-08-06,Longwood Av,-73.896435,40.816104,1175,1474
-73.90409840.812118,2020-08-06,E 149 St,-73.904098,40.812118,1794,2373
-73.90765740.808719,2020-08-06,E 143 St - St Mary's St,-73.907657,40.808719,421,575
-73.91404240.805368,2020-08-06,Cypress Av,-73.914042,40.805368,1185,1364
-73.9192440.807566,2020-08-06,Brook Av,-73.91924,40.807566,2210,3031
-73.92613840.810476,2020-08-06,3 Av - 138 St,-73.926138,40.810476,2842,2751
-73.87875140.886037,2020-08-06,Woodlawn,-73.878751,40.886037,2297,1197
-73.88465540.87975,2020-08-06,Mosholu Pkwy,-73.884655,40.87975,2861,1461
-74.02839840.622687,2020-08-06,86 St,-74.028398,40.622687,3449,3855
-73.89006440.873412,2020-08-06,Bedford Park Blvd - Lehman College,-73.890064,40.873412,1506,1922
-73.89717440.86776,2020-08-06,Kingsbridge Rd,-73.897174,40.86776,2997,2650
-73.90103440.862803,2020-08-06,Fordham Rd,-73.901034,40.862803,3520,1102
-73.90387940.858407,2020-08-06,183 St,-73.903879,40.858407,2216,1647
-73.90768440.853453,2020-08-06,Burnside Av,-73.907684,40.853453,2654,1939
-73.91179440.84848,2020-08-06,176 St,-73.911794,40.84848,1869,1838
-73.91468540.844434,2020-08-06,Mt Eden Av,-73.914685,40.844434,1976,1894
-73.91779140.840075,2020-08-06,170 St,-73.917791,40.840075,2823,3256
-73.921440.835537,2020-08-06,167 St,-73.9214,40.835537,3166,4335
-74.03087640.616622,2020-08-06,Bay Ridge - 95 St,-74.030876,40.616622,1841,1421
-73.92984940.813224,2020-08-06,138 St - Grand Concourse,-73.929849,40.813224,852,1243
-73.93759440.804138,2020-08-06,125 St,-73.937594,40.804138,7361,10758
-73.94161740.798629,2020-08-06,116 St,-73.941617,40.798629,4031,4551
-73.9442540.79502,2020-08-06,110 St,-73.94425,40.79502,3101,4407
-73.94747840.7906,2020-08-06,103 St,-73.947478,40.7906,4081,5172
-73.9510740.785672,2020-08-06,96 St,-73.95107,40.785672,5060,3029
-73.95558940.779492,2020-08-06,86 St,-73.955589,40.779492,10038,12391
-73.95987440.77362,2020-08-06,77 St,-73.959874,40.77362,7045,8712
-73.9638740.768141,2020-08-06,68 St - Hunter College,-73.96387,40.768141,5054,6408
-73.92550840.76182,2020-08-06,Broadway,-73.925508,40.76182,2876,3466
-73.98207640.746081,2020-08-06,33 St,-73.982076,40.746081,5921,6147
-73.98426440.74307,2020-08-06,28 St,-73.984264,40.74307,4204,5439
-73.98659940.739864,2020-08-06,23 St,-73.986599,40.739864,4079,4618
-73.9910740.730054,2020-08-06,Astor Pl,-73.99107,40.730054,2339,3505
-73.99714140.722301,2020-08-06,Spring St,-73.997141,40.722301,1799,2591
-73.97236740.67705,2020-08-06,7 Av,-73.972367,40.67705,1809,1995
-74.01186240.707557,2020-08-06,Wall St,-74.011862,40.707557,2676,2137
-74.01406540.704817,2020-08-06,Bowling Green,-74.014065,40.704817,4785,6073
-73.8506240.903125,2020-08-06,Wakefield - 241 St,-73.85062,40.903125,1714,2570
-73.85437640.898379,2020-08-06,Nereid Av,-73.854376,40.898379,1065,728
-73.85747340.893193,2020-08-06,233 St,-73.857473,40.893193,1608,825
-73.86034140.888022,2020-08-06,225 St,-73.860341,40.888022,1157,1011
-73.96224640.661614,2020-08-06,Prospect Park,-73.962246,40.661614,2796,3388
-73.86263340.883895,2020-08-06,219 St,-73.862633,40.883895,965,816
-73.86625640.87785,2020-08-06,Gun Hill Rd,-73.866256,40.87785,2049,3453
-73.86716440.871356,2020-08-06,Burke Av,-73.867164,40.871356,973,615
-73.86735240.865462,2020-08-06,Allerton Av,-73.867352,40.865462,1619,958
-73.86761540.857192,2020-08-06,Pelham Pkwy,-73.867615,40.857192,2401,1939
-73.86845740.848828,2020-08-06,Bronx Park East,-73.868457,40.848828,783,487
-73.87348840.841894,2020-08-06,E 180 St,-73.873488,40.841894,2804,2918
-73.88004940.840295,2020-08-06,West Farms Sq - E Tremont Av,-73.880049,40.840295,1945,2583
-73.88773440.837288,2020-08-06,174 St,-73.887734,40.837288,2178,3125
-73.89186540.829993,2020-08-06,Freeman St,-73.891865,40.829993,1423,1864
-73.96149540.655292,2020-08-06,Parkside Av,-73.961495,40.655292,2116,2034
-73.89306440.824073,2020-08-06,Simpson St,-73.893064,40.824073,2793,1301
-73.89673640.822181,2020-08-06,Intervale Av,-73.896736,40.822181,1023,1505
-73.9017740.819585,2020-08-06,Prospect Av,-73.90177,40.819585,2097,1119
-73.90780740.81649,2020-08-06,Jackson Av,-73.907807,40.81649,1550,523
-73.91775740.816109,2020-08-06,3 Av - 149 St,-73.917757,40.816109,6672,5228
-73.9364740.82388,2020-08-06,Harlem - 148 St,-73.93647,40.82388,1005,1166
-73.93624540.820421,2020-08-06,145 St,-73.936245,40.820421,983,161
-73.9407740.814229,2020-08-06,135 St,-73.94077,40.814229,3849,2184
-73.94549540.807754,2020-08-06,125 St,-73.945495,40.807754,3651,3209
-73.96298240.650527,2020-08-06,Church Av,-73.962982,40.650527,5495,6620
-73.94962540.802098,2020-08-06,116 St,-73.949625,40.802098,2579,2301
-73.95182240.799075,2020-08-06,Central Park North (110 St),-73.951822,40.799075,2048,2904
-73.83083440.8883,2020-08-06,Eastchester - Dyre Av,-73.830834,40.8883,1392,1656
-73.83859140.878663,2020-08-06,Baychester Av,-73.838591,40.878663,1033,538
-73.84638440.869526,2020-08-06,Gun Hill Rd,-73.846384,40.869526,1489,1297
-73.85535940.858985,2020-08-06,Pelham Pkwy,-73.855359,40.858985,981,1209
-73.86049540.854364,2020-08-06,Morris Park,-73.860495,40.854364,779,769
-73.8300340.7596,2020-08-06,Flushing - Main St,-73.83003,40.7596,16724,17983
-73.84562540.754622,2020-08-06,Mets - Willets Point,-73.845625,40.754622,970,1298
-73.85533440.75173,2020-08-06,111 St,-73.855334,40.75173,4949,3408
-73.96449240.644031,2020-08-06,Beverley Rd,-73.964492,40.644031,1082,1037
-73.862740.749865,2020-08-06,103 St - Corona Plaza,-73.8627,40.749865,8035,8247
-73.86952740.749145,2020-08-06,Junction Blvd,-73.869527,40.749145,8867,10044
-73.87661340.748408,2020-08-06,90 St - Elmhurst Av,-73.876613,40.748408,6489,3828
-73.88369740.747659,2020-08-06,82 St - Jackson Hts,-73.883697,40.747659,4872,7397
-73.89640340.746325,2020-08-06,69 St,-73.896403,40.746325,1751,2224
-73.90298440.74563,2020-08-06,Woodside - 61 St,-73.902984,40.74563,5141,6645
-73.91254940.744149,2020-08-06,52 St,-73.912549,40.744149,1944,2390
-73.91843540.743132,2020-08-06,46 St,-73.918435,40.743132,3742,3879
-73.92401640.743781,2020-08-06,40 St,-73.924016,40.743781,2527,3016
-73.96389140.640927,2020-08-06,Cortelyou Rd,-73.963891,40.640927,1986,1050
-73.93099740.744587,2020-08-06,33 St,-73.930997,40.744587,1673,1889
-73.94020240.750582,2020-08-06,Queensboro Plaza,-73.940202,40.750582,3172,1584
-73.94891640.742216,2020-08-06,Hunters Point Av,-73.948916,40.742216,1639,1887
-73.95358140.742626,2020-08-06,Vernon Blvd - Jackson Av,-73.953581,40.742626,3689,4013
-73.96279340.635082,2020-08-06,Newkirk Plaza,-73.962793,40.635082,3319,3617
-74.0019140.755882,2020-08-06,34 St - 11 Av,-74.00191,40.755882,3204,3888
-73.94715240.784318,2020-08-06,96 St,-73.947152,40.784318,4864,4455
-73.95178740.777891,2020-08-06,86 St,-73.951787,40.777891,5345,5110
-73.95842440.768799,2020-08-06,72 St,-73.958424,40.768799,8387,8405
-73.96163940.62927,2020-08-06,Avenue H,-73.961639,40.62927,847,929
-73.96080340.625039,2020-08-06,Avenue J,-73.960803,40.625039,1862,1301
-73.92957540.756804,2020-08-06,36 Av,-73.929575,40.756804,1796,2295
-73.95939940.617618,2020-08-06,Avenue M,-73.959399,40.617618,1751,907
-74.07364340.643748,2020-08-06,St George,-74.073643,40.643748,2802,0
-74.07483540.636949,2020-08-06,Tompkinsville,-74.074835,40.636949,244,0
-73.95773440.60867,2020-08-06,Kings Hwy,-73.957734,40.60867,6393,6554
-73.95592940.5993,2020-08-06,Avenue U,-73.955929,40.5993,2387,1090
-73.95516140.595246,2020-08-06,Neck Rd,-73.955161,40.595246,1394,480
-73.95415540.586896,2020-08-06,Sheepshead Bay,-73.954155,40.586896,4588,5030
-73.96137640.577621,2020-08-06,Brighton Beach,-73.961376,40.577621,4370,3933
-73.96850140.576312,2020-08-06,Ocean Pkwy,-73.968501,40.576312,1150,832
-73.97593940.576127,2020-08-06,W 8 St - NY Aquarium,-73.975939,40.576127,864,796
-73.98123340.577422,2020-08-06,Coney Island - Stillwell Av,-73.981233,40.577422,5165,5881
-73.99432440.646292,2020-08-06,9 Av,-73.994324,40.646292,2099,2250
-73.93275540.752882,2020-08-06,39 Av,-73.932755,40.752882,782,1055
-73.99430440.640914,2020-08-06,Fort Hamilton Pkwy,-73.994304,40.640914,1627,1201
-73.99678640.737335,2020-08-06,6 Av,-73.996786,40.737335,8572,8955
-73.9907340.734789,2020-08-06,Union Sq - 14 St,-73.99073,40.734789,18699,22299
-73.92735140.818375,2020-08-06,149 St - Grand Concourse,-73.927351,40.818375,3788,4200
-73.92565140.827905,2020-08-06,161 St - Yankee Stadium,-73.925651,40.827905,6899,5280
-73.94013340.840556,2020-08-06,168 St - Washington Hts,-73.940133,40.840556,6863,6384
-73.94526440.747023,2020-08-06,Court Sq,-73.945264,40.747023,4571,4821
-73.98782340.749719,2020-08-06,34 St - Herald Sq,-73.987823,40.749719,24325,27859
-73.98977940.670272,2020-08-06,4 Av,-73.989779,40.670272,3027,3685
-73.98456940.754222,2020-08-06,42 St - Bryant Pk,-73.984569,40.754222,9707,10646
-73.99479140.63626,2020-08-06,50 St,-73.994791,40.63626,1459,1549
-73.97604140.751431,2020-08-06,Grand Central - 42 St,-73.976041,40.751431,18707,24263
-73.98769140.755477,2020-08-06,Times Sq - 42 St,-73.987691,40.755477,30820,34330
-73.9719240.757107,2020-08-06,51 St,-73.97192,40.757107,2463,3787
-73.96796740.762526,2020-08-06,59 St,-73.967967,40.762526,20339,23727
-73.98173640.768296,2020-08-06,59 St - Columbus Circle,-73.981736,40.768296,12695,12043
-73.99689540.626472,2020-08-06,62 St,-73.996895,40.626472,1669,1485
-73.89133840.746644,2020-08-06,Jackson Hts - Roosevelt Av,-73.891338,40.746644,17772,16627
-73.9788140.683666,2020-08-06,Atlantic Av - Barclays Ctr,-73.97881,40.683666,9339,11435
-74.00257840.739777,2020-08-06,8 Av,-74.002578,40.739777,7545,8245
-73.99620440.725297,2020-08-06,Broadway-Lafayette St,-73.996204,40.725297,6762,7748
-73.99547640.631435,2020-08-06,55 St,-73.995476,40.631435,995,510
-73.98999840.693219,2020-08-06,Borough Hall,-73.989998,40.693219,6258,5979
-73.9032440.678856,2020-08-06,Broadway Jct,-73.90324,40.678856,3224,4078
-74.00340140.713243,2020-08-06,Chambers St,-74.003401,40.713243,4049,4903
-73.99989240.718092,2020-08-06,Canal St,-73.999892,40.718092,8513,8903
-74.01102940.710668,2020-08-06,Cortlandt St,-74.011029,40.710668,8970,8994
-73.98811440.718611,2020-08-06,Delancey St,-73.988114,40.718611,6457,6655
-73.95813140.670682,2020-08-06,Franklin Av,-73.958131,40.670682,287,579
-73.95582740.680596,2020-08-06,Franklin Av,-73.955827,40.680596,4479,4590
-74.00657140.709416,2020-08-06,Fulton St,-74.006571,40.709416,15847,17607
-73.95027540.714063,2020-08-06,Lorimer St,-73.950275,40.714063,3540,2381
-73.91238540.69943,2020-08-06,Myrtle - Wyckoff Avs,-73.912385,40.69943,6797,6478
-74.01366440.702068,2020-08-06,South Ferry,-74.013664,40.702068,5341,6030
-73.98734240.692338,2020-08-06,Jay St - MetroTech,-73.987342,40.692338,7415,7426
-73.99886440.619589,2020-08-06,71 St,-73.998864,40.619589,1818,826
-74.0006140.613501,2020-08-06,79 St,-74.00061,40.613501,1928,713
-74.00173640.607954,2020-08-06,18 Av,-74.001736,40.607954,1915,587
-73.99816840.604556,2020-08-06,20 Av,-73.998168,40.604556,1719,587
-73.99372840.601875,2020-08-06,Bay Pkwy,-73.993728,40.601875,2637,2660
-73.98682940.597704,2020-08-06,25 Av,-73.986829,40.597704,1394,363
-73.98376540.588841,2020-08-06,Bay 50 St,-73.983765,40.588841,811,144
-74.01171940.635064,2020-08-06,8 Av,-74.011719,40.635064,3083,3432
-74.00535140.631386,2020-08-06,Fort Hamilton Pkwy,-74.005351,40.631386,1735,1029
-73.99041440.620671,2020-08-06,18 Av,-73.990414,40.620671,1719,1919
-73.98502640.61741,2020-08-06,20 Av,-73.985026,40.61741,1105,1113
-73.98184840.611815,2020-08-06,Bay Pkwy,-73.981848,40.611815,2136,1610
-73.98035340.603923,2020-08-06,Kings Hwy,-73.980353,40.603923,1619,1829
-73.97913740.597473,2020-08-06,Avenue U,-73.979137,40.597473,1148,1052
-73.9782340.592721,2020-08-06,86 St,-73.97823,40.592721,817,983
-73.97334740.764811,2020-08-06,5 Av/59 St,-73.973347,40.764811,3424,3283
-73.82829440.700492,2020-08-06,121 St,-73.828294,40.700492,704,617
-73.83634540.697418,2020-08-06,111 St,-73.836345,40.697418,701,479
-73.8443340.695178,2020-08-06,104 St,-73.84433,40.695178,983,545
-73.85157640.693879,2020-08-06,Woodhaven Blvd,-73.851576,40.693879,1647,1240
-73.8600140.692435,2020-08-06,85 St - Forest Pkwy,-73.86001,40.692435,1431,867
-73.86713940.691324,2020-08-06,75 St,-73.867139,40.691324,1334,910
-73.8725540.689941,2020-08-06,Cypress Hills,-73.87255,40.689941,575,433
-73.87378540.683194,2020-08-06,Crescent St,-73.873785,40.683194,1637,2605
-73.88003940.68141,2020-08-06,Norwood Av,-73.880039,40.68141,1098,1648
-73.88463940.679947,2020-08-06,Cleveland St,-73.884639,40.679947,1090,1634
-73.98065840.764664,2020-08-06,57 St - 7 Av,-73.980658,40.764664,5599,5108
-73.89168840.678024,2020-08-06,Van Siclen Av,-73.891688,40.678024,1144,1457
-73.89865440.676992,2020-08-06,Alabama Av,-73.898654,40.676992,804,1234
-73.91045640.682893,2020-08-06,Chauncey St,-73.910456,40.682893,1033,699
-73.91655940.68637,2020-08-06,Halsey St,-73.916559,40.68637,1985,1271
-73.9222740.68963,2020-08-06,Gates Av,-73.92227,40.68963,2291,1194
-73.92881440.693342,2020-08-06,Kosciuszko St,-73.928814,40.693342,1501,1249
-73.93565740.697207,2020-08-06,Myrtle Av,-73.935657,40.697207,3308,3195
-73.94112640.70026,2020-08-06,Flushing Av,-73.941126,40.70026,3018,2487
-73.94740840.703869,2020-08-06,Lorimer St,-73.947408,40.703869,1549,1500
,2020-08-06,,,,0,2
-73.96419140.761186,2020-08-06,Roosevelt Island Tram - Eastbound,-73.964191,40.761186,1514,48
-73.95409740.757307,2020-08-06,Roosevelt Island Tram - Westbound,-73.954097,40.757307,1401,48
-73.82963840.661051,2020-08-06,Howard Beach,-73.829638,40.661051,330,391
-73.80841640.698942,2020-08-06,Jamaica,-73.808416,40.698942,1627,623
-74.01412940.7120525,2020-08-06,World Trade Center,-74.014129,40.7120525,12401,14379
-73.989874740.7478505,2020-08-06,33 St,-73.9898747,40.7478505,7351,6358
-73.994176840.7426718,2020-08-06,23 St,-73.9941768,40.7426718,1513,1969
-74.03337240.716554,2020-08-06,Exchange Pl,-74.033372,40.716554,2441,3216
-74.157344440.7404721,2020-08-06,Harrison,-74.1573444,40.7404721,2009,2519
-73.998741440.7385072,2020-08-06,14 St,-73.9987414,40.7385072,1949,2504
-74.038256940.7250054,2020-08-06,Pavonia/Newport,-74.0382569,40.7250054,2045,2563
-74.000463540.7344094,2020-08-06,9 St,-74.0004635,40.7344094,918,1182
-74.008923940.732593,2020-08-06,Christopher St,-74.0089239,40.732593,952,1094
-74.167919740.7335855,2020-08-06,Newark Penn Station,-74.1679197,40.7335855,8278,9864
-74.033219940.7349102,2020-08-06,Hoboken,-74.0332199,40.7349102,3629,4491
-74.044832540.7236214,2020-08-06,Grove St,-74.0448325,40.7236214,3719,4597
-74.068632540.7303043,2020-08-06,Journal Sq,-74.0686325,40.7303043,8592,7441
-73.91203440.775036,2020-08-07,Astoria - Ditmars Blvd,-73.912034,40.775036,3970,4591
-73.98413940.759901,2020-08-07,49 St,-73.984139,40.759901,2644,3499
-73.95343140.70687,2020-08-07,Hewes St,-73.953431,40.70687,953,984
-73.95775740.708359,2020-08-07,Marcy Av,-73.957757,40.708359,3372,4028
-73.99391540.72028,2020-08-07,Bowery,-73.993915,40.72028,856,1085
-74.01105640.706476,2020-08-07,Broad St,-74.011056,40.706476,1302,610
-73.88960140.711396,2020-08-07,Middle Village - Metropolitan Av,-73.889601,40.711396,1221,1499
-73.89587740.706186,2020-08-07,Fresh Pond Rd,-73.895877,40.706186,2090,2502
-73.90307740.704423,2020-08-07,Forest Av,-73.903077,40.704423,1613,1511
-73.9077440.702762,2020-08-07,Seneca Av,-73.90774,40.702762,1149,1213
-73.91971140.698664,2020-08-07,Knickerbocker Av,-73.919711,40.698664,1178,1799
-73.92739740.697857,2020-08-07,Central Av,-73.927397,40.697857,1308,1354
-73.98612240.732849,2020-08-07,3 Av,-73.986122,40.732849,1615,1685
-73.98162840.730953,2020-08-07,1 Av,-73.981628,40.730953,5051,7088
-73.95687240.717304,2020-08-07,Bedford Av,-73.956872,40.717304,5672,6304
-73.94405340.714565,2020-08-07,Graham Av,-73.944053,40.714565,2127,2182
-73.9406740.711926,2020-08-07,Grand St,-73.94067,40.711926,1983,2317
-73.9398540.707739,2020-08-07,Montrose Av,-73.93985,40.707739,1909,1884
-73.93314740.706152,2020-08-07,Morgan Av,-73.933147,40.706152,2004,1940
-73.92291340.706607,2020-08-07,Jefferson St,-73.922913,40.706607,2002,753
-73.91842540.703811,2020-08-07,DeKalb Av,-73.918425,40.703811,3719,1477
-73.90408440.695602,2020-08-07,Halsey St,-73.904084,40.695602,2517,1835
-73.98869140.745494,2020-08-07,28 St,-73.988691,40.745494,1752,2675
-73.90404640.688764,2020-08-07,Wilson Av,-73.904046,40.688764,1410,1466
-73.90524940.682829,2020-08-07,Bushwick Av - Aberdeen St,-73.905249,40.682829,738,698
-73.90309740.675345,2020-08-07,Atlantic Av,-73.903097,40.675345,604,378
-73.90197540.669367,2020-08-07,Sutter Av,-73.901975,40.669367,1121,1670
-73.90057140.664038,2020-08-07,Livonia Av,-73.900571,40.664038,1038,1257
-73.89923240.658733,2020-08-07,New Lots Av,-73.899232,40.658733,1497,2234
-73.89948540.650573,2020-08-07,E 105 St,-73.899485,40.650573,1176,1556
-73.9018540.646654,2020-08-07,Canarsie - Rockaway Pkwy,-73.90185,40.646654,2891,2331
-73.98934440.741303,2020-08-07,23 St,-73.989344,40.741303,2891,2418
-73.95762440.674772,2020-08-07,Park Pl,-73.957624,40.674772,399,585
-73.91989940.868072,2020-08-07,Inwood - 207 St,-73.919899,40.868072,2651,1964
-73.92727140.865491,2020-08-07,Dyckman St,-73.927271,40.865491,1848,111
-73.9341840.859022,2020-08-07,190 St,-73.93418,40.859022,1048,627
-73.93796940.851695,2020-08-07,181 St,-73.937969,40.851695,2341,2866
-73.93970440.847391,2020-08-07,175 St,-73.939704,40.847391,3116,2536
-73.93989240.836013,2020-08-07,163 St - Amsterdam Av,-73.939892,40.836013,1155,1561
-73.94151440.830518,2020-08-07,155 St,-73.941514,40.830518,739,772
-73.94421640.824783,2020-08-07,145 St,-73.944216,40.824783,5938,8044
-73.94764940.817894,2020-08-07,135 St,-73.947649,40.817894,1244,1285
-73.95234340.811109,2020-08-07,125 St,-73.952343,40.811109,7553,10082
-73.95488240.805085,2020-08-07,116 St,-73.954882,40.805085,1740,2172
-73.95816140.800603,2020-08-07,Cathedral Pkwy (110 St),-73.958161,40.800603,1591,1398
-73.96145440.796092,2020-08-07,103 St,-73.961454,40.796092,1061,1153
-73.96469640.791642,2020-08-07,96 St,-73.964696,40.791642,2264,2411
-73.96891640.785868,2020-08-07,86 St,-73.968916,40.785868,1905,2351
-73.97214340.781433,2020-08-07,81 St - Museum of Natural History,-73.972143,40.781433,1809,1910
-73.99262940.730328,2020-08-07,8 St - NYU,-73.992629,40.730328,1907,1783
-73.9764140.775594,2020-08-07,72 St,-73.97641,40.775594,,
-73.98598440.762456,2020-08-07,50 St,-73.985984,40.762456,3186,3032
-73.99339140.752287,2020-08-07,34 St - Penn Station,-73.993391,40.752287,13142,17503
-73.99804140.745906,2020-08-07,23 St,-73.998041,40.745906,4183,3629
-74.00049540.732338,2020-08-07,W 4 St,-74.000495,40.732338,7104,8714
-74.00373940.726227,2020-08-07,Spring St,-74.003739,40.726227,2038,682
-74.00522940.720824,2020-08-07,Canal St,-74.005229,40.720824,3093,3651
-73.99770240.724329,2020-08-07,Prince St,-73.997702,40.724329,1673,2311
-73.99053140.699337,2020-08-07,High St,-73.990531,40.699337,1465,2129
-73.98500140.688484,2020-08-07,Hoyt - Schermerhorn Sts,-73.985001,40.688484,2853,3557
-73.97394640.686113,2020-08-07,Lafayette Av,-73.973946,40.686113,1028,686
-73.96583840.683263,2020-08-07,Clinton - Washington Avs,-73.965838,40.683263,1026,1470
-73.95042640.680438,2020-08-07,Nostrand Av,-73.950426,40.680438,3900,6100
-73.94085840.679921,2020-08-07,Kingston - Throop Avs,-73.940858,40.679921,1379,2099
-73.93072940.679364,2020-08-07,Utica Av,-73.930729,40.679364,4134,5180
